timestamp,runtime_sec,total_biomass,t0,t1,t2,t3,t4,deep_archive,t0_pct,t1_pct,t2_pct,t3_pct,t4_pct,lambda,phi_diff
2026-02-28T22:58:28+01:00,120,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:58:33+01:00,125,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:58:38+01:00,130,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:58:43+01:00,135,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:58:48+01:00,140,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:58:53+01:00,145,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:58:58+01:00,150,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:59:03+01:00,155,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:59:08+01:00,160,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:59:13+01:00,165,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:59:18+01:00,170,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:59:23+01:00,175,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:59:28+01:00,180,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:59:33+01:00,185,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:59:38+01:00,190,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:59:43+01:00,195,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:59:48+01:00,200,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:59:53+01:00,205,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T22:59:58+01:00,210,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T23:00:03+01:00,215,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T23:00:08+01:00,220,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T23:00:13+01:00,225,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T23:00:18+01:00,230,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T23:00:23+01:00,235,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T23:00:28+01:00,240,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T23:00:33+01:00,245,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T23:00:38+01:00,250,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T23:00:43+01:00,255,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T23:00:48+01:00,260,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000000,0.0000
2026-02-28T23:00:53+01:00,265,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.000100,0.0000
2026-02-28T23:00:58+01:00,270,500011,499268,743,0,0,0,0,142.65,0.13,0.00,0.00,0.00,0.500000,1.6165
2026-02-28T23:01:03+01:00,275,500010,496664,3346,0,0,0,0,141.90,0.59,0.00,0.00,0.00,0.500000,1.6113
2026-02-28T23:01:08+01:00,280,500010,494011,5999,0,0,0,0,141.15,1.06,0.00,0.00,0.00,0.500000,1.6059
2026-02-28T23:01:13+01:00,285,500010,491442,8568,0,0,0,0,140.41,1.51,0.00,0.00,0.00,0.500000,1.6006
2026-02-28T23:01:18+01:00,290,500010,488901,11109,0,0,0,0,139.69,1.96,0.00,0.00,0.00,0.500000,1.5953
2026-02-28T23:01:23+01:00,295,500010,486281,13729,0,0,0,0,138.94,2.42,0.00,0.00,0.00,0.500000,1.5898
2026-02-28T23:01:28+01:00,300,500012,483658,16354,0,0,0,0,138.19,2.89,0.00,0.00,0.00,0.500000,1.5842
2026-02-28T23:01:33+01:00,305,500010,481077,18933,0,0,0,0,137.45,3.34,0.00,0.00,0.00,0.500000,1.5787
2026-02-28T23:01:38+01:00,310,500012,478512,21500,0,0,0,0,136.72,3.80,0.00,0.00,0.00,0.500000,1.5731
2026-02-28T23:01:43+01:00,315,500010,475913,24097,0,0,0,0,135.98,4.26,0.00,0.00,0.00,0.500000,1.5674
2026-02-28T23:01:48+01:00,320,500010,473297,26713,0,0,0,0,135.23,4.72,0.00,0.00,0.00,0.500000,1.5616
2026-02-28T23:01:53+01:00,325,500004,470758,29246,0,0,0,0,134.50,5.16,0.00,0.00,0.00,0.500000,1.5559
2026-02-28T23:01:58+01:00,330,500008,468138,31870,0,0,0,0,133.75,5.63,0.00,0.00,0.00,0.500000,1.5500
2026-02-28T23:02:03+01:00,335,500007,465531,34476,0,0,0,0,133.01,6.09,0.00,0.00,0.00,0.500000,1.5440
2026-02-28T23:02:08+01:00,340,500006,462928,37078,0,0,0,0,132.27,6.55,0.00,0.00,0.00,0.500000,1.5379
2026-02-28T23:02:13+01:00,345,500006,460453,39553,0,0,0,0,131.56,6.98,0.00,0.00,0.00,0.500000,1.5321
2026-02-28T23:02:18+01:00,350,500001,457986,42015,0,0,0,0,130.85,7.42,0.00,0.00,0.00,0.500000,1.5263
2026-02-28T23:02:23+01:00,355,500006,455467,44539,0,0,0,0,130.13,7.86,0.00,0.00,0.00,0.500000,1.5202
2026-02-28T23:02:28+01:00,360,500007,452860,47147,0,0,0,0,129.39,8.33,0.00,0.00,0.00,0.500000,1.5139
2026-02-28T23:02:33+01:00,365,500008,450216,49792,0,0,0,0,128.63,8.79,0.00,0.00,0.00,0.500000,1.5074
2026-02-28T23:02:38+01:00,370,500007,447627,52380,0,0,0,0,127.89,9.25,0.00,0.00,0.00,0.500000,1.5010
2026-02-28T23:02:43+01:00,375,500008,445169,54839,0,0,0,0,127.19,9.68,0.00,0.00,0.00,0.500000,1.4948
2026-02-28T23:02:48+01:00,380,500002,443155,56847,0,0,0,0,126.62,10.04,0.00,0.00,0.00,0.500000,1.4898
2026-02-28T23:02:53+01:00,385,500003,442484,57519,0,0,0,0,126.42,10.16,0.00,0.00,0.00,0.500000,1.4880
2026-02-28T23:02:58+01:00,390,500001,442008,57993,0,0,0,0,126.29,10.24,0.00,0.00,0.00,0.500000,1.4868
2026-02-28T23:03:03+01:00,395,500001,441714,58287,0,0,0,0,126.20,10.29,0.00,0.00,0.00,0.500000,1.4861
2026-02-28T23:03:08+01:00,400,500001,441335,58666,0,0,0,0,126.10,10.36,0.00,0.00,0.00,0.500000,1.4851
2026-02-28T23:03:13+01:00,405,500001,440776,59225,0,0,0,0,125.94,10.46,0.00,0.00,0.00,0.500000,1.4837
2026-02-28T23:03:18+01:00,410,500003,440102,59901,0,0,0,0,125.74,10.58,0.00,0.00,0.00,0.500000,1.4819
2026-02-28T23:03:23+01:00,415,500003,439361,60642,0,0,0,0,125.53,10.71,0.00,0.00,0.00,0.500000,1.4800
2026-02-28T23:03:28+01:00,420,500003,438659,61344,0,0,0,0,125.33,10.83,0.00,0.00,0.00,0.500000,1.4782
2026-02-28T23:03:33+01:00,425,500003,437952,62051,0,0,0,0,125.13,10.96,0.00,0.00,0.00,0.500000,1.4763
2026-02-28T23:03:38+01:00,430,500004,437100,62904,0,0,0,0,124.89,11.11,0.00,0.00,0.00,0.500000,1.4741
2026-02-28T23:03:43+01:00,435,500005,435060,64945,0,0,0,0,124.30,11.47,0.00,0.00,0.00,0.500000,1.4688
2026-02-28T23:03:48+01:00,440,500001,433051,66950,0,0,0,0,123.73,11.82,0.00,0.00,0.00,0.500000,1.4634
2026-02-28T23:03:53+01:00,445,500003,431218,68785,0,0,0,0,123.21,12.15,0.00,0.00,0.00,0.500000,1.4585
2026-02-28T23:03:58+01:00,450,500005,429624,70381,0,0,0,0,122.75,12.43,0.00,0.00,0.00,0.500000,1.4542
2026-02-28T23:04:03+01:00,455,500005,427685,72320,0,0,0,0,122.20,12.77,0.00,0.00,0.00,0.500000,1.4489
2026-02-28T23:04:08+01:00,460,500004,425718,74286,0,0,0,0,121.63,13.12,0.00,0.00,0.00,0.500000,1.4435
2026-02-28T23:04:13+01:00,465,500005,423765,76240,0,0,0,0,121.08,13.46,0.00,0.00,0.00,0.500000,1.4381
2026-02-28T23:04:18+01:00,470,500005,421821,78184,0,0,0,0,120.52,13.81,0.00,0.00,0.00,0.500000,1.4327
2026-02-28T23:04:23+01:00,475,500005,419905,80100,0,0,0,0,119.97,14.14,0.00,0.00,0.00,0.500000,1.4273
2026-02-28T23:04:28+01:00,480,500005,417959,82046,0,0,0,0,119.42,14.49,0.00,0.00,0.00,0.500000,1.4217
2026-02-28T23:04:33+01:00,485,500005,415995,84010,0,0,0,0,118.86,14.83,0.00,0.00,0.00,0.500000,1.4161
2026-02-28T23:04:38+01:00,490,500005,414043,85962,0,0,0,0,118.30,15.18,0.00,0.00,0.00,0.500000,1.4104
2026-02-28T23:04:43+01:00,495,500005,412061,87944,0,0,0,0,117.73,15.53,0.00,0.00,0.00,0.500000,1.4046
2026-02-28T23:04:48+01:00,500,500006,410128,89878,0,0,0,0,117.18,15.87,0.00,0.00,0.00,0.500000,1.3989
2026-02-28T23:04:53+01:00,505,500005,408195,91810,0,0,0,0,116.63,16.21,0.00,0.00,0.00,0.500000,1.3931
2026-02-28T23:04:58+01:00,510,500005,406233,93772,0,0,0,0,116.07,16.56,0.00,0.00,0.00,0.500000,1.3872
2026-02-28T23:05:03+01:00,515,500006,404320,95686,0,0,0,0,115.52,16.90,0.00,0.00,0.00,0.500000,1.3814
2026-02-28T23:05:08+01:00,520,500005,402422,97583,0,0,0,0,114.98,17.23,0.00,0.00,0.00,0.500000,1.3755
2026-02-28T23:05:13+01:00,525,500004,400461,99543,0,0,0,0,114.42,17.58,0.00,0.00,0.00,0.500000,1.3695
2026-02-28T23:05:18+01:00,530,500005,398518,101487,0,0,0,0,113.86,17.92,0.00,0.00,0.00,0.500000,1.3634
2026-02-28T23:05:23+01:00,535,500005,396574,103431,0,0,0,0,113.31,18.26,0.00,0.00,0.00,0.500000,1.3572
2026-02-28T23:05:28+01:00,540,500004,394689,105315,0,0,0,0,112.77,18.60,0.00,0.00,0.00,0.500000,1.3512
2026-02-28T23:05:33+01:00,545,500005,392738,107267,0,0,0,0,112.21,18.94,0.00,0.00,0.00,0.500000,1.3449
2026-02-28T23:05:38+01:00,550,500005,390790,109215,0,0,0,0,111.65,19.29,0.00,0.00,0.00,0.500000,1.3386
2026-02-28T23:05:43+01:00,555,500005,388863,111142,0,0,0,0,111.10,19.63,0.00,0.00,0.00,0.500000,1.3322
2026-02-28T23:05:48+01:00,560,500006,386939,113067,0,0,0,0,110.55,19.97,0.00,0.00,0.00,0.500000,1.3258
2026-02-28T23:05:53+01:00,565,500005,385009,114996,0,0,0,0,110.00,20.31,0.00,0.00,0.00,0.500000,1.3194
2026-02-28T23:05:58+01:00,570,500005,383149,116856,0,0,0,0,109.47,20.63,0.00,0.00,0.00,0.500000,1.3130
2026-02-28T23:06:03+01:00,575,500005,381245,118760,0,0,0,0,108.93,20.97,0.00,0.00,0.00,0.500000,1.3065
2026-02-28T23:06:08+01:00,580,500005,379322,120683,0,0,0,0,108.38,21.31,0.00,0.00,0.00,0.500000,1.2999
2026-02-28T23:06:13+01:00,585,500005,377398,122607,0,0,0,0,107.83,21.65,0.00,0.00,0.00,0.500000,1.2932
2026-02-28T23:06:18+01:00,590,500005,375462,124543,0,0,0,0,107.27,21.99,0.00,0.00,0.00,0.500000,1.2863
2026-02-28T23:06:23+01:00,595,500005,373550,126455,0,0,0,0,106.73,22.33,0.00,0.00,0.00,0.500000,1.2795
2026-02-28T23:06:28+01:00,600,500005,371595,128410,0,0,0,0,106.17,22.67,0.00,0.00,0.00,0.500000,1.2725
2026-02-28T23:06:33+01:00,605,500004,369671,130333,0,0,0,0,105.62,23.01,0.00,0.00,0.00,0.500000,1.2655
2026-02-28T23:06:38+01:00,610,500005,367773,132232,0,0,0,0,105.08,23.35,0.00,0.00,0.00,0.500000,1.2585
2026-02-28T23:06:43+01:00,615,500004,365845,134159,0,0,0,0,104.53,23.69,0.00,0.00,0.00,0.500000,1.2513
2026-02-28T23:06:48+01:00,620,500004,363917,136087,0,0,0,0,103.98,24.03,0.00,0.00,0.00,0.500000,1.2441
2026-02-28T23:06:53+01:00,625,500004,362004,138000,0,0,0,0,103.43,24.37,0.00,0.00,0.00,0.500000,1.2368
2026-02-28T23:06:58+01:00,630,500001,361201,138800,0,0,0,0,103.20,24.51,0.00,0.00,0.00,0.500000,1.2338
2026-02-28T23:07:03+01:00,635,500001,360643,139358,0,0,0,0,103.04,24.61,0.00,0.00,0.00,0.500000,1.2316
2026-02-28T23:07:08+01:00,640,500002,360065,139937,0,0,0,0,102.88,24.71,0.00,0.00,0.00,0.500000,1.2294
2026-02-28T23:07:13+01:00,645,500001,359554,140447,0,0,0,0,102.73,24.80,0.00,0.00,0.00,0.500000,1.2274
2026-02-28T23:07:18+01:00,650,500000,359000,141000,0,0,0,0,102.57,24.90,0.00,0.00,0.00,0.500000,1.2253
2026-02-28T23:07:23+01:00,655,500003,358453,141550,0,0,0,0,102.42,25.00,0.00,0.00,0.00,0.500000,1.2231
2026-02-28T23:07:28+01:00,660,500001,357891,142110,0,0,0,0,102.25,25.09,0.00,0.00,0.00,0.500000,1.2210
2026-02-28T23:07:33+01:00,665,500001,357336,142665,0,0,0,0,102.10,25.19,0.00,0.00,0.00,0.500000,1.2188
2026-02-28T23:07:38+01:00,670,500003,356736,143267,0,0,0,0,101.92,25.30,0.00,0.00,0.00,0.500000,1.2164
2026-02-28T23:07:43+01:00,675,500001,356115,143886,0,0,0,0,101.75,25.41,0.00,0.00,0.00,0.500000,1.2140
2026-02-28T23:07:48+01:00,680,500002,355669,144333,0,0,0,0,101.62,25.49,0.00,0.00,0.00,0.500000,1.2122
2026-02-28T23:07:53+01:00,685,500001,355172,144829,0,0,0,0,101.48,25.57,0.00,0.00,0.00,0.500000,1.2103
2026-02-28T23:07:58+01:00,690,500001,354706,145295,0,0,0,0,101.34,25.66,0.00,0.00,0.00,0.500000,1.2084
2026-02-28T23:08:03+01:00,695,500002,354160,145842,0,0,0,0,101.19,25.75,0.00,0.00,0.00,0.500000,1.2062
2026-02-28T23:08:08+01:00,700,500002,353577,146425,0,0,0,0,101.02,25.86,0.00,0.00,0.00,0.500000,1.2039
2026-02-28T23:08:13+01:00,705,500002,353046,146956,0,0,0,0,100.87,25.95,0.00,0.00,0.00,0.500000,1.2018
2026-02-28T23:08:18+01:00,710,500002,352498,147504,0,0,0,0,100.71,26.05,0.00,0.00,0.00,0.500000,1.1996
2026-02-28T23:08:23+01:00,715,500002,351812,148190,0,0,0,0,100.52,26.17,0.00,0.00,0.00,0.500000,1.1968
2026-02-28T23:08:28+01:00,720,500002,351127,148875,0,0,0,0,100.32,26.29,0.00,0.00,0.00,0.500000,1.1940
2026-02-28T23:08:33+01:00,725,500002,350453,149549,0,0,0,0,100.13,26.41,0.00,0.00,0.00,0.500000,1.1913
2026-02-28T23:08:38+01:00,730,650008,499819,150189,0,0,0,0,142.81,26.52,0.00,0.00,0.00,0.495714,1.3175
2026-02-28T23:08:43+01:00,735,1050026,898344,151682,0,0,0,0,256.67,26.78,0.00,0.00,0.00,0.500000,1.4492
2026-02-28T23:08:48+01:00,740,1050026,896064,153962,0,0,0,0,256.02,27.19,0.00,0.00,0.00,0.500000,1.4462
2026-02-28T23:08:53+01:00,745,1050003,893634,156369,0,0,0,0,255.32,27.61,0.00,0.00,0.00,0.500000,1.4431
2026-02-28T23:08:58+01:00,750,1050010,891093,158917,0,0,0,0,254.60,28.06,0.00,0.00,0.00,0.500000,1.4397
2026-02-28T23:09:03+01:00,755,1050013,888533,161480,0,0,0,0,253.87,28.51,0.00,0.00,0.00,0.500000,1.4363
2026-02-28T23:09:08+01:00,760,1050010,885956,164054,0,0,0,0,253.13,28.97,0.00,0.00,0.00,0.500000,1.4329
2026-02-28T23:09:13+01:00,765,1050011,883362,166649,0,0,0,0,252.39,29.43,0.00,0.00,0.00,0.500000,1.4294
2026-02-28T23:09:18+01:00,770,1050012,880863,169149,0,0,0,0,251.68,29.87,0.00,0.00,0.00,0.500000,1.4260
2026-02-28T23:09:23+01:00,775,1050011,878249,171762,0,0,0,0,250.93,30.33,0.00,0.00,0.00,0.500000,1.4225
2026-02-28T23:09:28+01:00,780,1050009,875737,174272,0,0,0,0,250.21,30.77,0.00,0.00,0.00,0.500000,1.4190
2026-02-28T23:09:33+01:00,785,1050011,873187,176824,0,0,0,0,249.48,31.22,0.00,0.00,0.00,0.500000,1.4155
2026-02-28T23:09:38+01:00,790,1050012,870690,179322,0,0,0,0,248.77,31.66,0.00,0.00,0.00,0.500000,1.4121
2026-02-28T23:09:43+01:00,795,1050011,868146,181865,0,0,0,0,248.04,32.11,0.00,0.00,0.00,0.500000,1.4085
2026-02-28T23:09:48+01:00,800,1050011,865634,184377,0,0,0,0,247.32,32.56,0.00,0.00,0.00,0.500000,1.4050
2026-02-28T23:09:53+01:00,805,1050010,863046,186964,0,0,0,0,246.58,33.01,0.00,0.00,0.00,0.500000,1.4014
2026-02-28T23:09:58+01:00,810,1050014,860509,189505,0,0,0,0,245.86,33.46,0.00,0.00,0.00,0.500000,1.3978
2026-02-28T23:10:03+01:00,815,1050011,857972,192039,0,0,0,0,245.13,33.91,0.00,0.00,0.00,0.500000,1.3942
2026-02-28T23:10:08+01:00,820,1050013,855382,194631,0,0,0,0,244.39,34.37,0.00,0.00,0.00,0.500000,1.3905
2026-02-28T23:10:13+01:00,825,1050012,852840,197172,0,0,0,0,243.67,34.82,0.00,0.00,0.00,0.500000,1.3868
2026-02-28T23:10:18+01:00,830,1050012,850284,199728,0,0,0,0,242.94,35.27,0.00,0.00,0.00,0.500000,1.3831
2026-02-28T23:10:23+01:00,835,1050011,847770,202241,0,0,0,0,242.22,35.71,0.00,0.00,0.00,0.500000,1.3795
2026-02-28T23:10:28+01:00,840,1050013,845189,204824,0,0,0,0,241.48,36.17,0.00,0.00,0.00,0.500000,1.3757
2026-02-28T23:10:33+01:00,845,1050011,843209,206802,0,0,0,0,240.92,36.52,0.00,0.00,0.00,0.500000,1.3728
2026-02-28T23:10:38+01:00,850,1050007,841129,208878,0,0,0,0,240.32,36.88,0.00,0.00,0.00,0.500000,1.3697
2026-02-28T23:10:43+01:00,855,1050011,839046,210965,0,0,0,0,239.73,37.25,0.00,0.00,0.00,0.500000,1.3666
2026-02-28T23:10:48+01:00,860,1050012,836479,213533,0,0,0,0,238.99,37.71,0.00,0.00,0.00,0.500000,1.3628
2026-02-28T23:10:53+01:00,865,1050011,833939,216072,0,0,0,0,238.27,38.15,0.00,0.00,0.00,0.500000,1.3589
2026-02-28T23:10:58+01:00,870,1050007,831444,218563,0,0,0,0,237.56,38.59,0.00,0.00,0.00,0.500000,1.3552
2026-02-28T23:11:03+01:00,875,1050011,828952,221059,0,0,0,0,236.84,39.03,0.00,0.00,0.00,0.500000,1.3514
2026-02-28T23:11:08+01:00,880,1050013,826416,223597,0,0,0,0,236.12,39.48,0.00,0.00,0.00,0.500000,1.3475
2026-02-28T23:11:13+01:00,885,1050011,823883,226128,0,0,0,0,235.40,39.93,0.00,0.00,0.00,0.500000,1.3436
2026-02-28T23:11:18+01:00,890,1050013,821336,228677,0,0,0,0,234.67,40.38,0.00,0.00,0.00,0.500000,1.3396
2026-02-28T23:11:23+01:00,895,1050011,818804,231207,0,0,0,0,233.94,40.83,0.00,0.00,0.00,0.500000,1.3357
2026-02-28T23:11:28+01:00,900,1050011,816268,233743,0,0,0,0,233.22,41.27,0.00,0.00,0.00,0.500000,1.3317
2026-02-28T23:11:33+01:00,905,1050010,813713,236297,0,0,0,0,232.49,41.73,0.00,0.00,0.00,0.500000,1.3276
2026-02-28T23:11:38+01:00,910,1050014,811127,238887,0,0,0,0,231.75,42.18,0.00,0.00,0.00,0.500000,1.3235
2026-02-28T23:11:43+01:00,915,1050011,808612,241399,0,0,0,0,231.03,42.63,0.00,0.00,0.00,0.500000,1.3195
2026-02-28T23:11:48+01:00,920,1050010,806076,243934,0,0,0,0,230.31,43.07,0.00,0.00,0.00,0.500000,1.3154
2026-02-28T23:11:53+01:00,925,1050003,803580,246423,0,0,0,0,229.59,43.51,0.00,0.00,0.00,0.500000,1.3114
2026-02-28T23:11:58+01:00,930,1050012,801100,248912,0,0,0,0,228.89,43.95,0.00,0.00,0.00,0.500000,1.3073
2026-02-28T23:12:03+01:00,935,1050011,798620,251391,0,0,0,0,228.18,44.39,0.00,0.00,0.00,0.500000,1.3033
2026-02-28T23:12:08+01:00,940,1050011,796079,253932,0,0,0,0,227.45,44.84,0.00,0.00,0.00,0.500000,1.2991
2026-02-28T23:12:13+01:00,945,1050013,793571,256442,0,0,0,0,226.73,45.28,0.00,0.00,0.00,0.500000,1.2949
2026-02-28T23:12:18+01:00,950,1050010,791033,258977,0,0,0,0,226.01,45.73,0.00,0.00,0.00,0.500000,1.2906
2026-02-28T23:12:23+01:00,955,1050011,788517,261494,0,0,0,0,225.29,46.17,0.00,0.00,0.00,0.500000,1.2864
2026-02-28T23:12:28+01:00,960,1050011,786203,263808,0,0,0,0,224.63,46.58,0.00,0.00,0.00,0.500000,1.2825
2026-02-28T23:12:33+01:00,965,1050010,783677,266333,0,0,0,0,223.91,47.03,0.00,0.00,0.00,0.500000,1.2782
2026-02-28T23:12:38+01:00,970,1050010,781165,268845,0,0,0,0,223.19,47.47,0.00,0.00,0.00,0.500000,1.2739
2026-02-28T23:12:43+01:00,975,1050010,778760,271250,0,0,0,0,222.50,47.90,0.00,0.00,0.00,0.500000,1.2697
2026-02-28T23:12:48+01:00,980,1050011,776266,273745,0,0,0,0,221.79,48.34,0.00,0.00,0.00,0.500000,1.2654
2026-02-28T23:12:53+01:00,985,1050010,773719,276291,0,0,0,0,221.06,48.79,0.00,0.00,0.00,0.500000,1.2609
2026-02-28T23:12:58+01:00,990,1050013,771308,278705,0,0,0,0,220.37,49.21,0.00,0.00,0.00,0.500000,1.2567
2026-02-28T23:13:03+01:00,995,1050012,768826,281186,0,0,0,0,219.66,49.65,0.00,0.00,0.00,0.500000,1.2523
2026-02-28T23:13:08+01:00,1000,1050004,766621,283383,0,0,0,0,219.03,50.04,0.00,0.00,0.00,0.500000,1.2484
2026-02-28T23:13:13+01:00,1005,1050003,765958,284045,0,0,0,0,218.85,50.16,0.00,0.00,0.00,0.500000,1.2472
2026-02-28T23:13:18+01:00,1010,1050004,765273,284731,0,0,0,0,218.65,50.28,0.00,0.00,0.00,0.500000,1.2460
2026-02-28T23:13:23+01:00,1015,1050003,764655,285348,0,0,0,0,218.47,50.39,0.00,0.00,0.00,0.500000,1.2449
2026-02-28T23:13:28+01:00,1020,1050003,764043,285960,0,0,0,0,218.30,50.50,0.00,0.00,0.00,0.500000,1.2438
2026-02-28T23:13:33+01:00,1025,1050003,763336,286667,0,0,0,0,218.10,50.62,0.00,0.00,0.00,0.500000,1.2425
2026-02-28T23:13:38+01:00,1030,1050003,762575,287428,0,0,0,0,217.88,50.75,0.00,0.00,0.00,0.500000,1.2411
2026-02-28T23:13:43+01:00,1035,1050002,761922,288080,0,0,0,0,217.69,50.87,0.00,0.00,0.00,0.500000,1.2399
2026-02-28T23:13:48+01:00,1040,1050003,761542,288461,0,0,0,0,217.58,50.94,0.00,0.00,0.00,0.500000,1.2392
2026-02-28T23:13:53+01:00,1045,1050009,760768,289241,0,0,0,0,217.36,51.07,0.00,0.00,0.00,0.500000,1.2378
2026-02-28T23:13:58+01:00,1050,1050012,758274,291738,0,0,0,0,216.65,51.52,0.00,0.00,0.00,0.500000,1.2333
